Distance(ft),ch0_dB_20260202_204320,ch1_dB_20260202_204320,ch2_dB_20260202_204320,ch3_dB_20260202_204320,ch4_dB_20260202_204320,ch5_dB_20260202_204320
519.1526724451884,-37.68718119367398,-40.36295762424376,-52.630819613769326,-43.544183708985386,-52.31299618507778,-17.749173219523296
523.6281265179916,-40.08315487630078,-43.83499509444688,-60.52260184510711,-47.13499953854782,-48.91918755921019,-27.621308404467314
528.1035805907949,-46.74894967144945,-44.51067162898905,-60.117447115074754,-46.311508693492215,-50.500518600148744,-30.007304182890145
532.5790346635982,-49.76410028010377,-45.92782071093901,-62.61660011944233,-48.42414605217988,-52.0718827790217,-31.031811352673017
537.0544887364017,-49.58046418053846,-45.91312399357153,-59.347186719524395,-47.76078675908128,-52.020440063225934,-32.45235223161579
541.5299428092051,-51.375681053960555,-46.37000398386941,-58.38540285645743,-49.57161289965816,-51.558138535104376,-33.698824871430524
546.0053968820084,-51.224084577092,-47.54177379652069,-57.700599535295694,-49.33448547489959,-51.84378369834641,-35.32990749640725
550.4808509548117,-52.307134577446234,-46.849033339459574,-54.501703615931625,-50.61937754513495,-50.3465149607961,-35.70063011011075
554.9563050276151,-49.61904592474734,-46.64637983083445,-58.94316724877645,-50.17666975310446,-51.31992939637853,-35.85273736260205
559.4317591004184,-43.67175101032749,-46.54985324103478,-57.80440672256809,-49.825467988596,-54.3057762185752,
563.9072131732219,-57.03745485973623,-44.533977721262794,-54.97189959248671,-48.515687697060265,-50.67702547118806,
568.3826672460251,-62.1156082292574,-44.577574661380055,-54.97558170459767,-48.302326260586355,-50.39969235802954,
572.8581213188285,-52.120002866430966,-44.277306232306024,-54.215864872138546,-47.822923741938695,-50.62243725490884,
577.3335753916318,-52.752373746301274,-42.43804304864389,-48.28872162465012,-48.820501205527535,-48.54144618511222,
581.8090294644351,-41.89538931547592,-39.721860862084625,-45.82090430441567,-45.673558187366396,-48.2865524361403,
586.2844835372384,-30.453463346637598,-30.868997364896494,-35.03222861314306,-37.45551245784317,-40.82760259557421,
590.7599376100419,-28.90828255371803,-36.11497257195947,-38.70961526968251,-45.807882514092036,-46.24246566837294,
595.2353916828453,-36.87491889155901,-48.66588471605187,-48.7842384548956,-51.2727673175696,-52.34149159564487,
599.7108457556485,-40.56738220729336,-59.408147556423074,-49.99813491425469,-53.583436438645705,-53.01498084049043,
604.186299828452,-44.263629339582366,-60.283878586632945,-51.223235389155384,-52.877487843745776,-53.218348283198864,
608.6617539012552,-47.762070315409886,-52.03264636051985,-51.47620318686303,-50.750009705450374,-54.68083653631474,
613.1372079740586,-28.780304334188003,-31.390024857530786,-34.9584438559943,-38.118783909708895,-46.19315747152318,
617.6126620468619,-39.007032304117836,-46.6817317647595,-56.51067384050758,-65.46860887956089,-49.617459693620916,
622.0881161196653,-42.140818378452096,-52.353553244879826,-67.05337914908168,-55.78631403546574,-50.702770323987416,
626.5635701924687,-42.832680632121615,-56.14441688947277,-61.386694407235034,-56.12161624830737,-51.71132862245929,
631.0390242652719,-44.49232119918469,-54.281782138375746,-67.31757310276774,-55.40321649532047,-51.823026856318506,
635.5144783380753,-45.15155272645511,-54.68678689651291,-76.93572740551863,-55.3534259771508,-52.02248726479254,
639.9899324108786,-45.39409036322763,-56.54225770709118,-75.90341445612589,-55.24697428733734,-51.954963723948886,
644.4653864836821,-45.81821873028609,-53.933332457605786,-77.9065900920048,-54.4239478568026,-52.029605377864854,
648.9408405564853,-46.78926372142999,-53.79029732897556,-71.46386157585769,-54.8618042618928,-52.43101841725909,
653.4162946292887,-46.16418493863228,-60.49370478862723,-63.29573022915462,-53.63652469725584,-52.6434676211632,
657.8917487020921,-47.46497279100774,-57.41121722095076,-62.16310609729197,-55.00617549221343,-52.627427443309784,
662.3672027748954,-47.03614997199046,-54.6393863813612,-67.69799644364349,-53.806210201096256,-52.855495560538024,
666.8426568476988,-47.64921125311969,-54.46380016211471,-66.85183952004871,-55.24116833541983,-51.984310310882414,
671.318110920502,-47.3021574635854,-54.22345502782797,-61.65818042483697,-55.852012808370574,-51.96157590480602,
675.7935649933055,-48.63907304238447,-54.68727471729106,-69.41927169426276,-54.49288496550579,-52.49259799443991,
680.2690190661089,-48.58569706456101,-56.792177158630906,-70.81278668743289,-54.476838340206044,-52.59008984049142,
684.7444731389121,-48.600109964043845,-56.93203739879421,-76.38243977850759,-54.65680654223916,-52.87851309996061,
689.2199272117153,-48.88555262567436,-56.29331462189822,-72.79634315037197,-54.281152781352745,-52.949529541027125,
693.6953812845189,-48.883501188776364,-55.55592804607833,-72.12696463329985,-54.82325877120598,-52.80797023457839,
698.1708353573223,-48.15022102932513,-55.08110116879504,-71.53767207440063,-53.87773878966894,-52.742226907989874,
702.6462894301256,-49.289892925175714,-53.97343496272066,-67.06501178972675,-54.3924801862898,-53.06173451705217,
707.1217435029288,-49.18248832515218,-54.39014944785293,-68.31676227150452,-54.871282187478954,-53.15289004458733,
711.5971975757321,-49.998106192399106,-54.64952834605847,-71.77422496703316,-54.136078210558445,-53.20714911341411,
716.0726516485356,-49.674907500969205,-54.93310711974768,-64.14908247851072,-54.26977837054959,-52.981634660627066,
720.548105721339,-50.276062298233796,-53.16289987293299,-61.97817061476581,-54.17715957901851,-53.165389659771805,
725.0235597941422,-46.334810867344636,-52.442138588621546,-66.53084523183139,-55.92939533262139,-52.76785317150889,
729.4990138669456,-50.500045568122516,-56.66643766678031,-76.05928045632403,-54.73447243292025,-53.197380340792094,
733.974467939749,-50.01491085689409,-55.727259350098784,-67.85464561887659,-55.22333327543224,-53.27547752796317,
738.4499220125523,-49.86039872923159,-58.506023901943635,-68.61049001179656,-55.03276632671629,-53.50369342287073,
742.9253760853557,-49.50270467803095,-56.913232077697195,-78.28243840499486,-55.16919672588017,-53.349143879595914,
747.400830158159,-50.10321602723302,-56.270232043568654,-79.41851748656023,-55.10177799930263,-53.27167059353374,
751.8762842309624,-50.263059132275885,-56.77317574543821,-73.43582359178295,-55.36967787190115,-53.43805437913961,
756.3517383037657,-50.06979540773091,-56.58465085532332,-74.21468275510138,-55.47106263431061,-53.491921096577066,
760.8271923765691,-50.150113284626975,-56.28720946303952,-74.2303902599616,-55.33380888173872,-53.274320009519435,
765.3026464493723,-50.35050128943389,-56.19443161499739,-65.73656744502829,-55.18402422175565,-53.54908281595791,
769.7781005221758,-50.42083412676117,-56.37242269529595,-65.83481137753803,-55.30298318649504,-53.6525222885237,
774.2535545949792,-50.560186149978854,-55.60929561874054,-66.02710084779362,-55.25483398291868,-53.71689984880513,
778.7290086677824,-48.20449258194756,-54.92712480424754,-70.97793924660908,-54.59066061432168,-53.60529161154483,
783.2044627405857,-51.26331315087741,-55.53402211316487,-65.07483867225457,-56.27432541735107,-54.04192222345295,
787.6799168133891,-51.23723687673522,-55.868061366916876,-66.70379272376722,-55.495930801384254,-54.095943499866486,
792.1553708861925,-51.217126922282084,-55.718220226553996,-67.52590301999754,-55.60641805816431,-53.92794938148212,
796.6308249589957,-51.369330769580024,-56.44980184763185,-72.71738526159767,-55.524758737226854,-54.08848480788485,
801.1062790317991,-50.643197102823464,-57.03082387827558,-76.40467420955052,-55.50414625102448,-54.19340357316365,
805.5817331046024,-52.62637125308913,-55.306465038006436,-66.75865270566027,-56.11118903559155,-53.83776917672832,
810.0571871774059,-51.72102348808149,-55.27424060924381,-62.15223084742185,-56.0018428176908,-54.13363907994032,
814.5326412502093,-51.550825661674665,-54.80603304662148,-64.67676542789627,-55.90305873042283,-54.21927322182411,
819.0080953230125,-51.50026905075094,-54.365858227281066,-74.1116845332361,-56.113309249203894,-54.19505615214736,
823.483549395816,-51.70904010801752,-54.332019370920925,-71.27403747964979,-56.01602909552112,-54.171738114433225,
827.9590034686192,-51.421084958918144,-55.04224380606527,-65.46716136694596,-56.0154757839291,-54.28178719288482,
832.4344575414226,-51.91153347227718,-55.19881571752511,-64.81299872632277,-56.07014510380887,-54.41483622526968,
836.9099116142261,-51.881672155811984,-56.632219221996856,-65.97264074810343,-55.97508975889431,-54.4050306254542,
841.3853656870293,-51.87838264636569,-58.36468027745852,-65.28425783537436,-56.048456455374634,-54.423245732889775,
845.8608197598326,-51.95658055899631,-57.79335591378821,-68.6935234123431,-56.1059984255011,-54.47933932975795,
850.3362738326359,-52.17210625832908,-55.92211704835939,-76.7065176187224,-56.34345189223795,-54.57480765891576,
854.8117279054392,-51.337654895096364,-56.54987600341929,-67.67492658507851,-56.39526989385078,-54.713879541157375,
859.2871819782428,-51.962371123769415,-56.35477318718799,-65.77653147318179,-56.58413097696493,-54.6092435284651,
863.7626360510461,-52.33132765454598,-55.67642310096029,-70.38324590845708,-56.2199275473586,-54.637313500668526,
868.2380901238494,-52.25711827995296,-54.718754208736755,-87.01468900790692,-56.23257078871849,-54.68272988083949,
872.713544196653,-52.1280541733557,-54.620417666080144,-70.82283241746556,-56.3181943534467,-54.68143969727339,
877.1889982694562,-53.01160876897475,-56.08773589626078,-65.28042033305131,-56.440862922833844,-54.578880935672984,
881.6644523422594,-52.020133788158134,-56.04256910211352,-65.71753600665865,-56.601615928439244,-54.944674084876475,
886.1399064150627,-52.19373970222475,-55.800620033938,-69.28281008282995,-56.474362026486816,-54.8875693981516,
890.615360487866,-52.24339980021145,-56.09558134659729,-80.68878224540548,-56.476518437668766,-55.00576600961159,
895.0908145606695,-52.419020613896244,-55.45915624070058,-66.10118752802998,-56.52607276375036,-54.76565673376469,
899.5662686334728,-52.40723699904721,-54.67247753292733,-63.78191637727517,-56.762316820148456,-55.09986194560848,
904.041722706276,-52.005122270564584,-55.10893252987338,-66.80225743237106,-56.636945707421546,-55.06014072731502,
908.5171767790797,-52.799293801284826,-57.334068148957044,-79.82206881735293,-56.729351414992585,-55.02079154732526,
912.9926308518831,-53.00131324409499,-55.83350770110886,-71.08347174095793,-56.746427154225216,-55.167552421507786,
917.4680849246862,-52.568932805856406,-55.2271646272313,-70.74626057908499,-56.93238594689282,-55.112677500044114,
921.9435389974896,-52.63774709204182,-56.66668767199678,-81.38371527181909,-56.85016254736269,-55.177775764268546,
926.4189930702928,-52.73284002500327,-58.17793370710629,-72.6170162605386,-56.974607976177786,-55.34246701515993,
930.8944471430963,-52.64260294341928,-57.43929567386526,-73.38507894312941,-56.83476996094319,-55.195937699082535,
935.3699012158997,-52.826448443931596,-57.3861842953291,-79.63161482737804,-56.66034813839709,-55.24263025212438,
